path,modality,vocal_channel,emotion_code,intensity,statement,repetition,actor,emotion
Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav,3,1,2,2,1,2,16,calm
Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-01-16.wav,3,1,3,1,1,1,16,happy
Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-01-16.wav,3,1,3,2,2,1,16,happy
Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-02-16.wav,3,1,7,2,2,2,16,disgust
Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav,3,1,4,2,2,1,16,sad
Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-01-16.wav,3,1,4,1,1,1,16,sad
Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-02-16.wav,3,1,7,1,1,2,16,disgust
Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-02-16.wav,3,1,5,2,1,2,16,angry
Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-01-16.wav,3,1,6,2,1,1,16,fearful
Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-01-16.wav,3,1,6,1,2,1,16,fearful
Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-02-16.wav,3,1,5,1,2,2,16,angry
Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav,3,1,8,1,1,2,16,surprised
Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-02-16.wav,3,1,8,2,2,2,16,surprised
Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-02-16.wav,3,1,4,2,1,2,16,sad
Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-01-16.wav,3,1,7,2,1,1,16,disgust
Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-01-16.wav,3,1,7,1,2,1,16,disgust
Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-02-16.wav,3,1,4,1,2,2,16,sad
Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-02-16.wav,3,1,6,2,2,2,16,fearful
Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-01-16.wav,3,1,5,2,2,1,16,angry
Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav,3,1,5,1,1,1,16,angry
Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-02-16.wav,3,1,6,1,1,2,16,fearful
Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-01-16.wav,3,1,8,1,2,1,16,surprised
Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav,3,1,8,2,1,1,16,surprised
Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-02-16.wav,3,1,1,1,1,2,16,neutral
Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-01-16.wav,3,1,2,1,1,1,16,calm
Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav,3,1,2,2,2,1,16,calm
Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-02-16.wav,3,1,3,1,2,2,16,happy
Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-02-16.wav,3,1,3,2,1,2,16,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,3,1,1,1,2,2,11,neutral
Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,3,1,2,1,2,1,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,3,1,2,2,1,1,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,3,1,3,1,1,2,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,3,1,3,2,2,2,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,3,1,4,2,2,2,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,3,1,7,2,2,1,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,3,1,7,1,1,1,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,3,1,4,1,1,2,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,3,1,6,2,1,2,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,3,1,5,2,1,1,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,3,1,5,1,2,1,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,3,1,6,1,2,2,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-01-11.wav,3,1,8,1,1,1,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-01-11.wav,3,1,8,2,2,1,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-02-11.wav,3,1,7,2,1,2,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,3,1,4,2,1,1,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,3,1,4,1,2,1,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,3,1,7,1,2,2,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,3,1,5,2,2,2,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-01-11.wav,3,1,6,2,2,1,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-01-11.wav,3,1,6,1,1,1,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,3,1,5,1,1,2,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-02-11.wav,3,1,8,1,2,2,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-02-11.wav,3,1,8,2,1,2,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-02-11.wav,3,1,2,1,1,2,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,3,1,1,1,1,1,11,neutral
Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-02-11.wav,3,1,2,2,2,2,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,3,1,3,1,2,1,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,3,1,3,2,1,1,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,3,1,6,1,2,1,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,3,1,5,1,2,2,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,3,1,5,2,1,2,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-01-11.wav,3,1,6,2,1,1,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,3,1,4,1,1,1,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,3,1,7,1,1,2,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-02-11.wav,3,1,7,2,2,2,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,3,1,4,2,2,1,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-02-11.wav,3,1,8,2,2,2,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-02-11.wav,3,1,8,1,1,2,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,3,1,3,2,2,1,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,3,1,3,1,1,1,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-02-11.wav,3,1,2,2,1,2,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-02-11.wav,3,1,2,1,2,2,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-01-11.wav,3,1,1,1,2,1,11,neutral
Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,3,1,3,2,1,2,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,3,1,3,1,2,2,11,happy
Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-01-11.wav,3,1,2,2,2,1,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,3,1,1,1,1,2,11,neutral
Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-01-11.wav,3,1,2,1,1,1,11,calm
Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,3,1,5,1,1,1,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-02-11.wav,3,1,6,1,1,2,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-02-11.wav,3,1,6,2,2,2,11,fearful
Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,3,1,5,2,2,1,11,angry
Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,3,1,7,1,2,1,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,3,1,4,1,2,2,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,3,1,4,2,1,2,11,sad
Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-01-11.wav,3,1,7,2,1,1,11,disgust
Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-01-11.wav,3,1,8,2,1,1,11,surprised
Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-01-11.wav,3,1,8,1,2,1,11,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-02-18.wav,3,1,3,2,1,2,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-02-18.wav,3,1,3,1,2,2,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-02-01-18.wav,3,1,2,2,2,1,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-01-01-18.wav,3,1,2,1,1,1,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-01-02-18.wav,3,1,1,1,1,2,18,neutral
Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-01-02-18.wav,3,1,6,1,1,2,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-01-18.wav,3,1,5,1,1,1,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-01-18.wav,3,1,5,2,2,1,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-02-02-18.wav,3,1,6,2,2,2,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-02-18.wav,3,1,4,1,2,2,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-02-01-18.wav,3,1,7,1,2,1,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-01-01-18.wav,3,1,7,2,1,1,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-02-18.wav,3,1,4,2,1,2,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-01-01-18.wav,3,1,8,2,1,1,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-02-01-18.wav,3,1,8,1,2,1,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-02-18.wav,3,1,5,1,2,2,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-02-01-18.wav,3,1,6,1,2,1,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-01-01-18.wav,3,1,6,2,1,1,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-02-18.wav,3,1,5,2,1,2,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-01-02-18.wav,3,1,7,1,1,2,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-01-18.wav,3,1,4,1,1,1,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-01-18.wav,3,1,4,2,2,1,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-02-02-18.wav,3,1,7,2,2,2,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-02-02-18.wav,3,1,8,2,2,2,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-01-02-18.wav,3,1,8,1,1,2,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-01-18.wav,3,1,3,2,2,1,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-01-18.wav,3,1,3,1,1,1,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-02-18.wav,3,1,2,2,1,2,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-02-01-18.wav,3,1,1,1,2,1,18,neutral
Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-02-02-18.wav,3,1,2,1,2,2,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-01-18.wav,3,1,4,2,1,1,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-01-02-18.wav,3,1,7,2,1,2,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-02-02-18.wav,3,1,7,1,2,2,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-01-18.wav,3,1,4,1,2,1,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-02-01-18.wav,3,1,6,2,2,1,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-02-18.wav,3,1,5,2,2,2,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-02-18.wav,3,1,5,1,1,2,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-01-01-18.wav,3,1,6,1,1,1,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-02-02-18.wav,3,1,8,1,2,2,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-01-02-18.wav,3,1,8,2,1,2,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-01-01-18.wav,3,1,1,1,1,1,18,neutral
Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-01-02-18.wav,3,1,2,1,1,2,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-02-02-18.wav,3,1,2,2,2,2,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-01-18.wav,3,1,3,1,2,1,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-01-18.wav,3,1,3,2,1,1,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-02-01-18.wav,3,1,2,1,2,1,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-02-02-18.wav,3,1,1,1,2,2,18,neutral
Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-01-18.wav,3,1,2,2,1,1,18,calm
Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-02-18.wav,3,1,3,1,1,2,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-02-18.wav,3,1,3,2,2,2,18,happy
Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-02-01-18.wav,3,1,7,2,2,1,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-02-18.wav,3,1,4,2,2,2,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-02-18.wav,3,1,4,1,1,2,18,sad
Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-01-01-18.wav,3,1,7,1,1,1,18,disgust
Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-01-18.wav,3,1,5,2,1,1,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-01-02-18.wav,3,1,6,2,1,2,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-02-02-18.wav,3,1,6,1,2,2,18,fearful
Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-01-18.wav,3,1,5,1,2,1,18,angry
Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-01-01-18.wav,3,1,8,1,1,1,18,surprised
Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-02-01-18.wav,3,1,8,2,2,1,18,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-01-20.wav,3,1,8,1,2,1,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-01-20.wav,3,1,8,2,1,1,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-02-20.wav,3,1,4,2,1,2,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-01-20.wav,3,1,7,2,1,1,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-01-20.wav,3,1,7,1,2,1,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-02-20.wav,3,1,4,1,2,2,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-02-02-20.wav,3,1,6,2,2,2,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-02-01-20.wav,3,1,5,2,2,1,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-01-01-20.wav,3,1,5,1,1,1,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-01-02-20.wav,3,1,6,1,1,2,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-02-20.wav,3,1,1,1,1,2,20,neutral
Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-01-20.wav,3,1,2,1,1,1,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-01-20.wav,3,1,2,2,2,1,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-02-20.wav,3,1,3,1,2,2,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-02-20.wav,3,1,3,2,1,2,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-02-20.wav,3,1,2,1,2,2,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-01-20.wav,3,1,1,1,2,1,20,neutral
Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-02-20.wav,3,1,2,2,1,2,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-01-20.wav,3,1,3,1,1,1,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-01-20.wav,3,1,3,2,2,1,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-02-20.wav,3,1,8,1,1,2,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-02-20.wav,3,1,8,2,2,2,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-02-20.wav,3,1,7,2,2,2,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-02-01-20.wav,3,1,4,2,2,1,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-01-20.wav,3,1,4,1,1,1,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-01-02-20.wav,3,1,7,1,1,2,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-01-02-20.wav,3,1,5,2,1,2,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-01-01-20.wav,3,1,6,2,1,1,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-02-01-20.wav,3,1,6,1,2,1,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-02-02-20.wav,3,1,5,1,2,2,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-01-20.wav,3,1,3,2,1,1,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-01-20.wav,3,1,3,1,2,1,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-02-20.wav,3,1,2,2,2,2,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-02-20.wav,3,1,2,1,1,2,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-01-20.wav,3,1,1,1,1,1,20,neutral
Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-02-20.wav,3,1,8,2,1,2,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-02-20.wav,3,1,8,1,2,2,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-01-01-20.wav,3,1,6,1,1,1,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-01-02-20.wav,3,1,5,1,1,2,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-02-02-20.wav,3,1,5,2,2,2,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-02-01-20.wav,3,1,6,2,2,1,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-01-20.wav,3,1,4,1,2,1,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-02-20.wav,3,1,7,1,2,2,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-02-20.wav,3,1,7,2,1,2,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-01-20.wav,3,1,4,2,1,1,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-01-20.wav,3,1,8,2,2,1,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-01-20.wav,3,1,8,1,1,1,20,surprised
Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-02-01-20.wav,3,1,5,1,2,1,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-02-02-20.wav,3,1,6,1,2,2,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-01-02-20.wav,3,1,6,2,1,2,20,fearful
Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-01-01-20.wav,3,1,5,2,1,1,20,angry
Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-01-01-20.wav,3,1,7,1,1,1,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-02-20.wav,3,1,4,1,1,2,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-02-02-20.wav,3,1,4,2,2,2,20,sad
Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-01-20.wav,3,1,7,2,2,1,20,disgust
Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-02-20.wav,3,1,3,2,2,2,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-02-20.wav,3,1,3,1,1,2,20,happy
Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-01-20.wav,3,1,2,2,1,1,20,calm
Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-02-20.wav,3,1,1,1,2,2,20,neutral
Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-01-20.wav,3,1,2,1,2,1,20,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-01-01-21.wav,3,1,8,2,1,1,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-02-01-21.wav,3,1,8,1,2,1,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-01-02-21.wav,3,1,6,1,1,2,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-01-01-21.wav,3,1,5,1,1,1,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-02-01-21.wav,3,1,5,2,2,1,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-02-02-21.wav,3,1,6,2,2,2,21,fearful
